year,km_driven,seats,mileage,engine,max_power,selling_price,owner_First Owner,owner_Fourth & Above Owner,owner_Test Drive Car,owner_Third Owner,seller_type_Dealer,seller_type_Trustmark Dealer,fuel_CNG,fuel_Diesel,fuel_LPG,transmission_Automatic
2017.0,140000.0,7.0,19.02,1198.0,67.05,2423.07,1,0,0,0,0,0,0,0,0,0
2012.0,48000.0,5.0,20.92,998.0,67.1,3053.07,1,0,0,0,0,0,0,0,0,0
2012.0,70000.0,5.0,22.9,1248.0,74.0,3392.29,0,0,0,0,0,0,0,1,0,0
2018.0,70000.0,5.0,22.0,1197.0,81.8,6178.81,0,0,0,0,0,0,0,0,0,0
2016.0,58000.0,7.0,15.4,1997.0,120.0,12721.1,1,0,0,0,0,0,0,1,0,0
2010.0,40000.0,5.0,24.22,1061.0,57.5,2423.07,0,1,0,0,0,0,0,0,1,0
2005.0,90000.0,5.0,17.3,993.0,60.0,726.92,0,0,0,0,0,0,0,0,0,0
2010.0,40000.0,7.0,14.0,2498.0,112.0,3876.91,0,0,0,0,0,0,0,1,0,0
2013.0,110000.0,9.0,12.05,2179.0,120.0,6299.98,1,0,0,0,0,0,0,1,0,0
2017.0,60000.0,5.0,24.3,1248.0,88.5,8783.62,1,0,0,0,0,0,0,1,0,0
2015.0,50000.0,7.0,15.96,2523.0,62.1,7087.47,1,0,0,0,0,0,0,1,0,0
2012.0,52000.0,5.0,19.3,1248.0,73.9,4240.37,0,0,0,1,0,0,0,1,0,0
2010.0,80000.0,5.0,19.81,1086.0,68.05,1587.11,0,0,0,1,0,0,0,0,0,0
2016.0,83000.0,5.0,24.3,1248.0,88.5,9086.5,1,0,0,0,0,0,0,1,0,0
2013.0,50000.0,5.0,22.74,796.0,47.3,2423.07,1,0,0,0,0,0,0,0,0,0
2009.0,120000.0,5.0,18.9,1061.0,67.0,1514.42,0,1,0,0,0,0,0,0,0,0
2014.0,100000.0,7.0,15.96,2523.0,62.1,6057.67,1,0,0,0,0,0,0,1,0,0
2008.0,19000.0,5.0,19.7,796.0,46.3,1550.76,1,0,0,0,0,0,0,0,0,0
2009.0,68600.0,5.0,17.0,1497.0,118.0,3028.83,0,0,0,1,0,0,0,0,0,0
2017.0,60000.0,7.0,16.5,1493.0,70.0,8359.58,1,0,0,0,0,0,0,1,0,0
2014.0,65000.0,7.0,15.96,2523.0,62.1,7874.97,0,0,0,0,0,0,0,1,0,0
2012.0,40000.0,5.0,16.8,1497.0,116.3,6784.59,0,0,0,0,0,0,0,0,0,0
2016.0,25000.0,5.0,23.1,998.0,67.04,4846.14,1,0,0,0,0,0,0,0,0,0
2018.0,13887.0,5.0,17.0,1591.0,121.3,11509.57,1,0,0,0,0,0,0,0,0,0
2016.0,30000.0,5.0,25.17,799.0,53.3,3816.33,0,0,0,0,0,0,0,0,0,0
2011.0,60000.0,5.0,14.49,1399.0,92.7,1574.99,0,0,0,0,0,0,0,0,0,0
2016.0,60000.0,5.0,22.54,1396.0,88.73,7208.63,0,0,0,0,0,0,0,1,0,0
2011.0,120000.0,5.0,19.4,1405.0,70.0,1332.69,1,0,0,0,0,0,0,1,0,0
2017.0,14000.0,5.0,19.1,1197.0,82.0,7390.36,1,0,0,0,0,0,0,0,0,0
2010.0,120000.0,8.0,13.0,2489.0,95.0,3028.83,0,0,0,0,0,0,0,1,0,0
2018.0,10000.0,5.0,21.1,814.0,55.2,3937.48,1,0,0,0,0,0,0,0,0,0
2018.0,25000.0,5.0,20.73,1373.0,91.1,8723.04,1,0,0,0,0,0,0,0,0,0
2017.0,20000.0,5.0,17.0,1591.0,121.3,11509.57,1,0,0,0,0,0,0,0,0,0
2013.0,60000.0,5.0,22.9,1248.0,74.0,4240.37,1,0,0,0,0,0,0,1,0,0
2018.0,40000.0,5.0,18.9,1197.0,81.86,6057.67,1,0,0,0,0,0,0,0,0,0
2012.0,60000.0,5.0,19.3,1248.0,73.9,4603.83,1,0,0,0,0,0,0,1,0,0
2017.0,20000.0,5.0,17.0,1591.0,121.3,10903.8,1,0,0,0,0,0,0,0,0,0
2017.0,35000.0,5.0,24.7,796.0,47.3,3574.02,1,0,0,0,0,0,0,0,0,0
2016.0,40000.0,5.0,28.09,1248.0,88.5,7753.82,1,0,0,0,0,0,0,1,0,0
2015.0,20000.0,5.0,17.01,1591.0,121.4,7572.09,1,0,0,0,0,0,0,0,0,0
2017.0,30000.0,5.0,17.0,1497.0,121.36,7317.66,0,0,0,0,0,0,0,0,0,0
2015.0,29000.0,5.0,23.95,998.0,67.05,3816.33,1,0,0,0,0,0,0,0,0,0
2019.0,17000.0,5.0,20.0,1497.0,115.0,11509.57,1,0,0,0,0,0,0,1,0,0
2018.0,42000.0,5.0,18.6,1368.0,98.63,8480.74,1,0,0,0,0,0,0,0,0,1
2011.0,120000.0,8.0,12.8,2494.0,102.0,8480.74,0,0,0,0,0,0,0,1,0,0
2012.0,110000.0,5.0,21.03,1461.0,65.0,3149.99,1,0,0,0,0,0,0,1,0,0
2012.0,90000.0,5.0,23.57,1396.0,70.0,2423.07,1,0,0,0,0,0,0,1,0,0
2020.0,70000.0,5.0,23.26,1197.0,88.5,7026.9,1,0,0,0,0,0,0,0,0,0
2011.0,70000.0,5.0,16.2,1493.0,110.0,4846.14,0,0,0,1,0,0,0,1,0,0
2014.0,50000.0,5.0,21.03,1461.0,65.0,3028.83,0,0,0,0,0,0,0,1,0,0
2019.0,25000.0,5.0,15.41,1598.0,103.2,8783.62,1,0,0,0,0,0,0,0,0,0
2006.0,40000.0,4.0,16.1,796.0,37.0,1453.84,0,0,0,0,0,0,0,0,0,0
2016.0,110000.0,7.0,16.0,2179.0,140.0,14235.52,1,0,0,0,0,0,0,1,0,0
2009.0,150000.0,7.0,13.93,2179.0,138.0,4603.83,1,0,0,0,0,0,0,1,0,0
2011.0,140000.0,7.0,11.57,2179.0,138.1,2786.52,0,0,0,0,0,0,0,1,0,0
2003.0,83000.0,5.0,13.8,1299.0,70.0,1332.69,0,0,0,0,0,0,0,0,0,0
2017.0,40000.0,8.0,16.8,796.0,34.2,3210.56,0,0,0,0,0,0,0,0,0,0
2011.0,138000.0,5.0,17.0,1197.0,80.0,3634.6,0,0,0,1,0,0,0,0,0,0
2005.0,50000.0,5.0,15.3,1341.0,83.0,1574.99,0,0,0,0,0,0,0,0,0,0
2015.0,50000.0,5.0,18.2,1199.0,82.4,4240.37,1,0,0,0,0,0,0,0,0,0
2018.0,24400.0,5.0,22.0,1197.0,81.8,6663.44,1,0,0,0,0,0,0,0,0,0
2013.0,60000.0,7.0,15.96,2523.0,62.1,4846.14,0,0,0,0,0,0,0,1,0,0
2011.0,100000.0,5.0,19.7,796.0,46.3,1574.99,0,0,0,0,0,0,0,0,0,0
2011.0,120000.0,4.0,16.1,796.0,37.0,1211.53,0,0,0,0,0,0,0,0,0,0
2016.0,27500.0,5.0,25.17,799.0,53.3,3755.75,1,0,0,0,0,0,0,0,0,0
2007.0,10000.0,4.0,16.1,796.0,37.0,424.04,1,0,0,0,0,0,0,0,0,0
2010.0,120000.0,5.0,18.5,1197.0,80.0,2423.07,0,0,0,1,0,0,0,0,0,0
2015.0,80000.0,5.0,22.54,1396.0,88.73,7874.97,1,0,0,0,0,0,0,1,0,0
2015.0,90000.0,5.0,24.4,1120.0,71.01,6178.81,1,0,0,0,0,0,0,1,0,0
2013.0,70000.0,5.0,20.0,1399.0,68.1,2786.52,1,0,0,0,0,0,0,1,0,0
2014.0,188000.0,5.0,19.01,1461.0,108.45,4967.28,0,0,0,0,0,0,0,1,0,0
2013.0,30000.0,4.0,25.4,624.0,37.48,1150.96,1,0,0,0,0,0,0,0,0,0
2017.0,100000.0,5.0,24.3,1248.0,88.5,9389.39,1,0,0,0,0,0,0,1,0,0
2016.0,70000.0,5.0,18.9,1197.0,82.0,5815.36,1,0,0,0,0,0,0,0,0,0
2010.0,380000.0,7.0,13.6,2523.0,63.0,3149.99,0,0,0,0,0,0,0,1,0,0
2009.0,140000.0,5.0,13.8,1399.0,68.0,1696.15,0,0,0,0,0,0,0,1,0,0
2007.0,112880.0,5.0,25.2,1248.0,74.0,2362.49,1,0,0,0,1,0,0,1,0,0
2013.0,135000.0,5.0,19.4,1405.0,70.0,2544.22,0,0,0,0,1,0,0,1,0,0
2006.0,80000.0,5.0,18.9,998.0,67.1,1574.99,0,0,0,1,0,0,0,0,0,0
2012.0,128000.0,5.0,18.6,1199.0,79.4,1708.26,0,0,0,1,0,0,0,0,0,0
2010.0,30000.0,5.0,12.6,1586.0,103.2,4240.37,1,0,0,0,0,0,0,0,0,1
2018.0,70000.0,5.0,17.0,1198.0,108.5,6966.32,1,0,0,0,0,0,0,0,0,0
2015.0,41000.0,5.0,18.6,1197.0,81.83,6663.44,1,0,0,0,0,0,0,0,0,0
2006.0,30000.0,5.0,19.7,796.0,46.3,1453.84,0,0,0,0,0,0,0,0,0,0
2015.0,30000.0,5.0,23.95,998.0,67.05,3876.91,1,0,0,0,0,0,0,0,0,0
2006.0,70000.0,5.0,18.9,998.0,67.1,3028.83,1,0,0,0,0,0,0,0,0,0
2005.0,200000.0,8.0,10.5,2179.0,120.0,1829.42,0,0,0,0,0,0,0,1,0,0
2011.0,120000.0,7.0,13.93,2179.0,138.03,3634.6,1,0,0,0,0,0,0,1,0,0
2012.0,50000.0,5.0,20.92,998.0,67.1,2786.52,1,0,0,0,0,0,0,0,0,0
2013.0,50000.0,7.0,15.96,2523.0,62.1,6057.67,1,0,0,0,0,0,0,1,0,0
2019.0,1500.0,5.0,18.2,1199.0,88.7,10176.88,1,0,0,0,0,0,0,0,0,1
2017.0,74000.0,5.0,22.27,1498.0,108.6,10903.8,1,0,0,0,0,0,0,1,0,0
2016.0,110000.0,5.0,21.1,814.0,55.2,3028.83,1,0,0,0,0,0,0,0,0,0
2016.0,70000.0,5.0,20.14,1498.0,88.0,6663.44,1,0,0,0,0,0,0,1,0,0
2013.0,110000.0,7.0,17.21,1493.0,100.0,4240.37,0,0,0,0,0,0,0,1,0,0
2014.0,90000.0,5.0,25.44,936.0,56.3,2241.34,0,0,0,0,0,0,0,1,0,0
2010.0,120000.0,5.0,15.6,1196.0,70.0,2786.52,0,0,0,1,0,0,0,0,0,0
2019.0,10000.0,5.0,20.52,1197.0,81.8,5936.52,1,0,0,0,0,0,0,0,0,0
2013.0,184000.0,7.0,20.77,1248.0,88.76,7269.2,1,0,0,0,0,0,0,1,0,0
2013.0,80000.0,5.0,45.528,998.0,58.33,3271.14,0,0,0,0,0,0,1,0,0,0
2008.0,89000.0,5.0,15.6,1586.0,104.68,1817.3,0,0,0,0,0,0,0,0,0,0
2015.0,63063.0,5.0,18.9,1197.0,82.0,5633.63,1,0,0,0,1,0,0,0,0,1
2012.0,90000.0,5.0,25.0,1396.0,69.0,1005.57,0,0,0,0,0,0,0,1,0,0
2017.0,8000.0,5.0,21.1,814.0,55.2,3634.6,1,0,0,0,0,0,0,0,0,0
2011.0,30000.0,5.0,20.4,1248.0,91.2,3028.83,1,0,0,0,0,0,0,1,0,0
2006.0,59000.0,4.0,16.1,796.0,37.0,1393.25,0,0,0,0,0,0,0,0,0,0
2018.0,6200.0,7.0,19.34,1462.0,103.0,8480.74,1,0,0,0,0,0,0,0,0,0
2020.0,120000.0,5.0,21.63,998.0,67.0,3028.83,0,0,0,0,0,0,0,0,0,0
2016.0,70000.0,5.0,20.51,998.0,67.04,4240.37,1,0,0,0,0,0,0,0,0,0
1998.0,70000.0,5.0,14.0,796.0,35.0,969.23,1,0,0,0,0,0,0,0,0,0
2017.0,110000.0,7.0,15.4,2523.0,75.0,10298.04,1,0,0,0,0,0,0,1,0,0
2014.0,110000.0,10.0,13.58,2499.0,72.4,7269.2,1,0,0,0,0,0,0,1,0,0
2007.0,57000.0,5.0,19.7,796.0,46.3,1635.57,1,0,0,0,0,0,0,0,0,0
2005.0,120000.0,5.0,13.2,1495.0,94.0,1817.3,1,0,0,0,0,0,0,0,0,0
2012.0,90000.0,5.0,23.03,1396.0,69.0,2665.37,1,0,0,0,0,0,0,1,0,0
2012.0,35000.0,5.0,23.03,1396.0,69.0,2980.37,0,0,0,0,0,0,0,1,0,0
2009.0,120000.0,5.0,17.5,1298.0,85.8,2907.68,1,0,0,0,0,0,0,0,0,0
1999.0,60000.0,5.0,17.3,993.0,60.0,605.77,0,1,0,0,0,0,0,0,0,0
2013.0,100000.0,5.0,25.8,1498.0,98.6,3755.75,1,0,0,0,0,0,0,1,0,0
2008.0,35000.0,5.0,20.36,1197.0,78.9,2665.37,1,0,0,0,0,0,0,0,0,0
2008.0,90000.0,5.0,17.8,1248.0,75.0,2362.49,0,0,0,1,0,0,0,1,0,0
2015.0,50000.0,5.0,17.19,1197.0,81.86,7874.97,1,0,0,0,0,0,0,0,0,0
2013.0,30000.0,5.0,18.5,1197.0,82.85,4361.52,1,0,0,0,0,0,0,0,0,0
2013.0,50000.0,5.0,16.3,1797.0,147.5,6663.44,0,0,0,0,0,0,0,0,0,0
2011.0,46000.0,5.0,19.7,796.0,46.3,2362.49,0,0,0,0,0,0,0,0,0,0
2019.0,10000.0,5.0,23.84,1199.0,84.0,5573.04,1,0,0,0,0,0,0,0,0,0
2015.0,16700.0,5.0,22.74,796.0,47.3,3331.72,1,0,0,0,0,0,0,0,0,0
2018.0,20000.0,5.0,22.0,1197.0,81.8,8723.04,1,0,0,0,0,0,0,0,0,0
2010.0,50000.0,5.0,18.0,995.0,62.0,1574.99,1,0,0,0,0,0,0,0,0,0
2015.0,10000.0,5.0,25.17,799.0,53.3,3634.6,1,0,0,0,0,0,0,0,0,0
2013.0,43000.0,5.0,18.5,1197.0,82.85,4846.14,0,0,0,0,0,0,0,0,0,0
2006.0,90000.0,5.0,18.9,998.0,67.0,1453.84,0,0,0,0,0,0,0,0,0,0
2012.0,100000.0,8.0,14.0,2498.0,112.0,4967.28,0,0,0,0,0,0,0,1,0,0
2010.0,80000.0,5.0,0.0,1086.0,62.1,1332.69,0,0,0,0,0,0,0,0,0,0
2019.0,5000.0,5.0,21.21,1197.0,81.8,7390.36,1,0,0,0,0,0,0,0,0,0
2018.0,33360.0,5.0,22.77,1498.0,98.59,11206.69,1,0,0,0,1,0,0,1,0,0
2017.0,62960.0,5.0,25.83,1498.0,99.0,6057.67,1,0,0,0,1,0,0,1,0,0
2012.0,163720.0,5.0,18.5,1399.0,68.0,2362.49,1,0,0,0,1,0,0,1,0,0
2018.0,20706.0,5.0,23.8,1499.0,98.63,7874.97,1,0,0,0,1,0,0,1,0,0
2015.0,100581.0,5.0,25.83,1498.0,99.0,5027.87,1,0,0,0,1,0,0,1,0,0
2015.0,67303.0,5.0,20.45,1461.0,83.8,7269.2,1,0,0,0,1,0,0,1,0,0
2013.0,79139.0,5.0,18.5,1197.0,85.8,4119.21,1,0,0,0,1,0,0,0,0,0
2014.0,84784.0,5.0,24.0,1120.0,70.0,4240.37,1,0,0,0,1,0,0,1,0,0
2012.0,130376.0,5.0,23.2,1248.0,73.94,3210.56,0,0,0,0,1,0,0,1,0,0
2017.0,72000.0,7.0,13.93,2179.0,138.03,7572.09,1,0,0,0,0,0,0,1,0,0
2008.0,127000.0,5.0,16.8,1493.0,110.0,2968.26,0,0,0,0,0,0,0,1,0,0
2014.0,120000.0,5.0,25.2,1248.0,74.0,4785.56,1,0,0,0,0,0,0,1,0,0
2018.0,40000.0,7.0,24.52,1248.0,88.5,11570.15,1,0,0,0,0,0,0,1,0,0
2013.0,110000.0,5.0,23.4,1248.0,74.0,6360.55,1,0,0,0,0,0,0,1,0,0
2017.0,15000.0,5.0,18.16,1196.0,86.8,6057.67,1,0,0,0,0,0,0,0,0,0
2016.0,33500.0,5.0,23.65,1248.0,88.5,9995.15,1,0,0,0,0,0,0,1,0,0
2012.0,70000.0,7.0,17.21,1493.0,100.0,3028.83,1,0,0,0,0,0,0,1,0,0
2018.0,22053.0,7.0,16.36,2179.0,120.0,16052.82,1,0,0,0,0,0,0,1,0,0
2016.0,50000.0,7.0,18.49,1493.0,100.0,9328.81,1,0,0,0,0,0,0,1,0,0
2011.0,78432.0,5.0,16.52,1991.0,123.7,5027.87,1,0,0,0,0,0,0,1,0,0
2011.0,125000.0,7.0,14.66,2199.0,194.3,9995.15,0,0,0,0,0,0,0,1,0,0
2006.0,270000.0,8.0,12.8,2494.0,102.0,5149.02,0,0,0,1,0,0,0,1,0,0
2012.0,50000.0,5.0,19.4,1198.0,86.8,3755.75,0,0,0,0,0,0,0,0,0,0
2014.0,60000.0,5.0,21.1,814.0,55.2,2423.07,0,0,0,0,0,0,0,0,0,0
2010.0,94000.0,5.0,20.36,1197.0,78.9,2544.22,0,0,0,0,0,0,0,0,0,0
2005.0,90000.0,5.0,15.4,1590.0,94.0,605.77,0,0,0,0,0,0,0,0,0,0
2012.0,50000.0,7.0,12.12,2231.0,184.0,8480.74,0,0,0,0,0,0,0,1,0,1
2015.0,117500.0,5.0,17.4,1497.0,117.3,7632.66,0,0,0,0,0,0,0,0,0,0
2018.0,8000.0,5.0,18.6,1197.0,81.83,8965.35,1,0,0,0,0,0,0,0,0,0
2012.0,60000.0,5.0,22.32,1582.0,126.32,5451.9,0,0,0,1,0,0,0,1,0,0
2019.0,10000.0,5.0,22.5,999.0,67.0,4724.98,1,0,0,0,0,0,0,0,0,0
2006.0,70000.0,5.0,17.7,1497.0,78.0,3271.14,0,0,0,0,0,0,0,0,0,0
1997.0,25000.0,4.0,16.1,796.0,37.0,726.92,0,0,0,1,0,0,0,0,0,0
2006.0,90000.0,5.0,13.9,1599.0,103.2,2059.61,0,0,0,1,0,0,0,0,0,0
2013.0,115717.0,9.0,12.05,2179.0,120.0,6057.67,1,0,0,0,0,0,0,1,0,0
2014.0,70000.0,7.0,15.05,2179.0,147.9,5815.36,0,0,0,0,0,0,0,1,0,0
2019.0,4000.0,5.0,21.21,1197.0,81.8,7632.66,1,0,0,0,0,0,0,0,0,0
2011.0,50000.0,5.0,20.36,1197.0,78.9,3028.83,1,0,0,0,0,0,0,0,0,0
2009.0,70000.0,5.0,20.36,1197.0,78.9,2180.76,0,0,0,0,0,0,0,0,0,0
2016.0,55000.0,5.0,26.59,1248.0,74.0,6663.44,1,0,0,0,0,0,0,1,0,0
2014.0,23000.0,5.0,20.36,1197.0,78.9,4216.14,0,0,0,0,0,0,0,0,0,0
2014.0,60000.0,5.0,22.74,796.0,47.3,2374.61,0,0,0,0,0,0,0,0,0,0
2010.0,70000.0,5.0,18.9,1061.0,67.0,1817.3,0,0,0,0,0,0,0,0,0,0
2009.0,60000.0,5.0,18.9,1061.0,67.0,1817.3,0,0,0,0,0,0,0,0,0,0
2019.0,100000.0,7.0,14.1,2179.0,153.86,15144.17,1,0,0,0,0,0,0,1,0,0
2015.0,90000.0,7.0,20.77,1248.0,88.76,7269.2,0,0,0,1,0,0,0,1,0,0
2010.0,26432.0,4.0,25.4,624.0,37.48,787.5,1,0,0,0,1,0,0,0,0,0
2016.0,46702.0,8.0,16.8,796.0,34.2,2665.37,1,0,0,0,1,0,0,0,0,0
2016.0,46706.0,8.0,16.8,796.0,34.2,2665.37,1,0,0,0,1,0,0,0,0,0
2011.0,49563.0,5.0,16.2,995.0,62.1,1938.45,1,0,0,0,1,0,0,0,0,0
2004.0,56432.0,4.0,16.1,796.0,37.0,787.5,1,0,0,0,1,0,0,0,0,0
2002.0,52365.0,4.0,16.1,796.0,37.0,726.92,0,0,0,0,1,0,0,0,0,0
2008.0,58632.0,5.0,14.0,796.0,35.0,1393.25,0,0,0,0,1,0,0,0,0,0
2016.0,80000.0,7.0,16.0,2179.0,140.0,10298.04,0,0,0,0,0,0,0,1,0,1
2017.0,90000.0,5.0,23.01,999.0,67.0,3210.56,1,0,0,0,0,0,0,0,0,0
2009.0,80000.0,5.0,16.6,1197.0,85.0,3271.14,1,0,0,0,0,0,0,0,0,0
2007.0,78000.0,5.0,19.7,796.0,46.3,1574.99,1,0,0,0,0,0,0,0,0,0
2017.0,58000.0,5.0,24.7,796.0,47.3,3331.72,1,0,0,0,0,0,0,0,0,0
2007.0,30000.0,5.0,14.7,1150.0,76.0,787.5,0,0,0,0,0,0,0,0,0,0
2018.0,25000.0,5.0,18.6,1197.0,81.83,6724.01,0,0,0,0,0,0,0,0,0,0
2010.0,70000.0,5.0,18.83,1086.0,62.1,1817.3,0,0,0,1,0,0,0,0,1,0
2009.0,138000.0,5.0,19.3,1248.0,73.9,2241.34,0,0,0,0,0,0,0,1,0,0
2010.0,70000.0,5.0,20.36,1197.0,78.9,2180.76,0,0,0,0,0,0,0,0,0,0
2010.0,48000.0,5.0,19.7,796.0,46.3,1938.45,0,0,0,0,0,0,0,0,0,0
2012.0,110000.0,7.0,11.4,2953.0,153.86,6057.67,1,0,0,0,0,0,0,1,0,1
2014.0,88000.0,5.0,25.2,1248.0,74.0,4543.25,0,0,0,0,0,0,0,1,0,0
2015.0,68000.0,7.0,12.99,2494.0,100.6,10903.8,1,0,0,0,0,0,0,1,0,0
2017.0,70000.0,5.0,18.9,1197.0,82.0,5573.04,1,0,0,0,0,0,0,0,0,0
2014.0,80000.0,5.0,20.45,1461.0,83.8,5815.36,1,0,0,0,0,0,0,1,0,0
2013.0,96000.0,5.0,22.9,1248.0,74.0,4482.68,0,0,0,0,0,0,0,1,0,0
2016.0,60000.0,5.0,23.2,1248.0,73.94,4846.14,0,0,0,1,0,0,0,1,0,0
2014.0,65000.0,5.0,25.2,1248.0,74.0,5149.02,1,0,0,0,0,0,0,1,0,0
2014.0,48000.0,5.0,23.1,998.0,67.04,3937.48,1,0,0,0,0,0,0,0,0,0
2018.0,40000.0,5.0,18.6,1197.0,81.83,7269.2,1,0,0,0,0,0,0,0,0,0
2012.0,60000.0,5.0,25.44,936.0,57.6,1453.84,0,0,0,0,0,0,0,1,0,0
2014.0,70000.0,5.0,24.0,1120.0,70.0,4240.37,0,0,0,0,0,0,0,1,0,0
2006.0,150000.0,5.0,19.7,796.0,46.3,1029.8,0,0,0,0,0,0,0,0,0,0
2019.0,10000.0,5.0,23.95,998.0,67.05,4834.02,1,0,0,0,0,0,0,0,0,0
2014.0,56000.0,5.0,22.32,1582.0,126.3,7026.9,1,0,0,0,0,0,0,1,0,0
2017.0,30000.0,5.0,22.7,799.0,53.64,3513.45,1,0,0,0,0,0,0,0,0,0
2014.0,50000.0,5.0,18.9,1197.0,82.0,4603.83,0,0,0,0,0,0,0,0,0,0
2010.0,120000.0,5.0,20.0,1399.0,68.0,2423.07,1,0,0,0,0,0,0,1,0,0
2017.0,27500.0,5.0,18.9,1197.0,81.86,6057.67,1,0,0,0,0,0,0,0,0,0
2018.0,5000.0,5.0,23.01,999.0,67.0,4603.83,1,0,0,0,0,0,0,0,0,0
2010.0,50000.0,5.0,36.68,998.0,58.2,3331.72,1,0,0,0,0,0,0,0,1,0
2015.0,60000.0,5.0,26.59,1248.0,74.0,7390.36,1,0,0,0,0,0,0,1,0,0
2015.0,34000.0,5.0,21.1,814.0,55.2,2786.52,0,0,0,0,0,0,0,0,0,0
2014.0,31000.0,5.0,23.59,1364.0,67.06,6663.44,1,0,0,0,0,0,0,1,0,0
2018.0,70000.0,5.0,37.24,998.0,58.16,5573.04,1,0,0,0,0,0,1,0,0,0
2011.0,47000.0,5.0,18.5,1197.0,85.8,2301.91,1,0,0,0,0,0,0,0,0,0
2019.0,5000.0,5.0,20.3,1086.0,68.0,6045.55,1,0,0,0,0,0,0,0,0,1
2018.0,44000.0,7.0,15.37,1196.0,73.0,4337.29,1,0,0,0,0,0,0,0,0,0
2012.0,120000.0,5.0,23.59,1364.0,67.1,3368.06,0,0,0,0,0,0,0,1,0,0
2013.0,67000.0,5.0,20.4,1461.0,108.5,7026.9,0,0,0,0,0,0,0,1,0,0
2019.0,20000.0,5.0,17.4,1497.0,117.6,15749.94,1,0,0,0,0,0,0,0,0,1
2018.0,40000.0,5.0,25.8,1498.0,98.6,9995.15,1,0,0,0,0,0,0,1,0,0
2004.0,120000.0,5.0,13.4,1794.0,125.0,2059.61,0,0,0,0,0,0,0,0,0,0
2014.0,80000.0,7.0,12.55,2982.0,168.5,20596.07,0,0,0,0,0,0,0,1,0,0
2018.0,7000.0,5.0,20.3,1086.0,68.0,5936.52,1,0,0,0,0,0,0,0,0,0
2018.0,15000.0,7.0,16.0,2179.0,140.0,12721.1,1,0,0,0,0,0,0,1,0,0
2016.0,50000.0,5.0,18.6,1199.0,76.8,2544.22,1,0,0,0,0,0,0,0,0,0
2012.0,120000.0,5.0,22.9,1248.0,74.0,3876.91,0,0,0,0,0,0,0,1,0,0
2012.0,64000.0,5.0,16.52,1991.0,123.7,4846.14,1,0,0,0,0,0,0,1,0,0
2012.0,85000.0,5.0,21.43,1364.0,87.2,7269.2,1,0,0,0,0,0,0,1,0,0
2012.0,50000.0,5.0,20.92,998.0,67.1,3331.72,1,0,0,0,0,0,0,0,0,0
2009.0,59000.0,5.0,19.7,796.0,46.3,2059.61,0,0,0,0,0,0,0,0,0,0
2012.0,98000.0,5.0,25.44,936.0,57.6,1877.88,1,0,0,0,0,0,0,1,0,0
2017.0,50000.0,5.0,18.9,1197.0,81.86,6421.13,1,0,0,0,0,0,0,0,0,0
2015.0,40000.0,5.0,23.59,1364.0,67.04,6663.44,1,0,0,0,0,0,0,1,0,0
2014.0,90000.0,5.0,26.0,1498.0,98.6,7269.2,1,0,0,0,0,0,0,1,0,0
2014.0,90000.0,5.0,26.0,1498.0,98.6,7572.09,1,0,0,0,0,0,0,1,0,0
2009.0,230000.0,9.0,13.58,2499.0,72.4,3695.18,0,0,0,0,0,0,0,1,0,0
2015.0,60000.0,5.0,13.49,2179.0,138.03,7269.2,0,0,0,0,0,0,0,1,0,0
2016.0,110000.0,6.0,18.15,1198.0,82.0,5161.13,1,0,0,0,0,0,0,0,0,0
2010.0,120000.0,5.0,17.0,1405.0,71.0,2180.76,1,0,0,0,0,0,0,1,0,0
2010.0,40000.0,5.0,18.6,1199.0,79.4,1453.84,0,0,0,0,0,0,0,0,0,0
2011.0,92500.0,5.0,20.92,998.0,67.1,2301.91,0,0,0,0,0,0,0,0,0,0
2017.0,20000.0,5.0,24.7,796.0,47.3,3755.75,1,0,0,0,0,0,0,0,0,0
2019.0,15000.0,5.0,25.17,799.0,53.3,4603.83,1,0,0,0,0,0,0,0,0,0
2016.0,35000.0,5.0,22.7,799.0,53.64,3149.99,1,0,0,0,0,0,0,0,0,0
2017.0,32000.0,5.0,23.95,998.0,67.05,3876.91,0,0,0,0,0,0,0,0,0,0
2013.0,90000.0,5.0,37.24,998.0,58.16,2556.34,1,0,0,0,0,0,1,0,0,0
2018.0,35000.0,5.0,22.0,1197.0,81.8,7874.97,1,0,0,0,0,0,0,0,0,0
2017.0,32500.0,5.0,28.4,1248.0,74.02,7887.09,0,0,0,0,0,0,0,1,0,0
2014.0,70000.0,5.0,25.44,936.0,56.3,1938.45,0,0,0,1,0,0,0,1,0,0
2011.0,300000.0,5.0,36.68,998.0,58.2,3634.6,1,0,0,0,0,0,0,0,1,0
2015.0,100000.0,5.0,25.2,1248.0,74.0,4906.71,1,0,0,0,0,0,0,1,0,0
2014.0,80000.0,5.0,19.1,1197.0,82.0,5173.24,1,0,0,0,0,0,0,0,0,0
2005.0,120000.0,8.0,12.8,2494.0,102.0,2968.26,1,0,0,0,0,0,0,1,0,0
2015.0,120000.0,5.0,22.7,1582.0,126.2,10540.33,1,0,0,0,0,0,0,1,0,0
2010.0,66444.0,5.0,36.68,998.0,58.2,1938.45,1,0,0,0,0,0,0,0,1,0
2012.0,90000.0,5.0,21.64,1461.0,84.8,3634.6,1,0,0,0,0,0,0,1,0,0
2007.0,218463.0,5.0,12.9,1799.0,130.0,2120.18,1,0,0,0,0,0,0,0,0,1
